filename	prompt	timestamp	sample_rate	bit_depth
recording_20250707_235503.wav	ခင်ဗျား က ရင်ဘတ် အောင့် ပြီး ဆေးရုံ ရောက် လာ တဲ့ အသက် ၅၅ အရွယ် ရှိ တဲ့ လူကြီး မာစတာ စမစ် ဖြစ် တယ် ။	20250707_235503	16000	16
recording_20250707_235519.wav	ခင်ဗျား ရင်ဘတ် ဘယ်ဘက် က အောင့် ပြီး အဲဒါ က လည်ပင်း နှင့် ဘယ်ဘက် လက်မောင်း ကို ပျံ့ သွား တယ် ။	20250707_235519	16000	16
recording_20250707_235533.wav	နာကျင် မှု က ခင်ဗျား ကို ဖျားနာ စေ တယ် ဒါပေမဲ့ ခင်ဗျား မ အန် ခဲ့ ဘူး ။	20250707_235533	16000	16
recording_20250707_235545.wav	ခင်ဗျား ရဲ့ လက်ဖဝါး တွေ ချွေးထွက် တာ ကို ခင်ဗျား တွေ့ကြုံ နေ ရ တယ် ။	20250707_235545	16000	16
recording_20250707_235558.wav	ခင်ဗျား ရဲ့ အကို မှာ လွန် ခဲ့ တဲ့ ၃ နှစ် အသက် ၄၇ လောက် က နှလုံး ရောဂါ ရှိ ခဲ့ တယ် ။	20250707_235558	16000	16
recording_20250707_235613.wav	ခင်ဗျား က ဘာ ဆေး မှ မ သောက် ရ ဘူး ပြီးတော့ ဓာတ်မတည့် မှု မ ရှိ ဘူး ။	20250707_235613	16000	16
recording_20250707_235613.wav	ခင်ဗျား က ညာဘက် ရင်ဘတ် အောင့် ပြီး ဆေးရုံ ကို ရောက် လာ တဲ့ အသက် ၃၀ အရွယ် ရှိ တဲ့ လူကြီး မာစတာ ဂျုံး ဖြစ် တယ် ။	20250707_235613	16000	16
recording_20250707_235627.wav	ခင်ဗျား က ပြီး ခဲ့ တဲ့ ၂ ရက် လောက် ကြာ အပူချိန် တက် နေ ခဲ့ တယ် ။	20250707_235627	16000	16
recording_20250707_235729.wav	နှလုံး ကြွက်သား များ အောက်ဆီဂျင် မ ရ နိုင် သဖြင့် သေဆုံး ခြင်း ( ရင်ဘတ် အလယ် ကနေ နာကျင် မှု က ဘယ်ဘက် လက်မောင်း ဒါမှမဟုတ် လည်ချောင်း ဆီသို့ ပျံ့နှံ့ သွား ခြင်း ၊ ကြာချိန် > ၂၀ မိနစ် ၊ ပျို့အန် ချင် စိတ် ဖြစ် ခြင်း ၊ လက်ဖဝါး ချွေးထွက် ခြင်း ၊ သက်လတ် ပိုင်း ဒါမှမဟုတ် သက်ကြီး ပိုင်း လူနာ )	20250707_235729	16000	16
recording_20250707_235757.wav	နှလုံးသွေးကြော ကျဉ်းပိတ် သဖြင့် ရင်ဘတ် နာ ခြင်း ( ရင်ဘတ် နာ ခြင်း က ၂၀ မိနစ် အောက် ကြာ တယ် ၊ အမ်အိုင် မှ ခွဲခြား ဖို့ ခက်ခဲ လိမ့် မယ် ။ )	20250707_235757	16000	16
recording_20250707_235818.wav	ရင်ခေါင်း ပိုင်း သွေးလွှတ်ကြော အတွင်း ပိတ်ဆို့ မှု ကြောင့် သွေး စီးဆင်း မှု နည်း သွား ခြင်း ( ရင်ဘတ် နာကျင် မှု မှ ကျောကုန်း ဆီသို့ ပျံ့နှံ့ သွား ခြင်း )	20250707_235818	16000	16
recording_20250707_235850.wav	အဆုတ် ထဲ ရှိ သွေးကြော များ တွင် သွေးခဲ ပိတ်ဆို့ ခြင်း ( ချောင်းဆိုး ရာတွင် သွေး ပါ ခြင်း ၊ ရင်ဘတ် နာ ခြင်း ၊ အသက်ရှူ မ ဝ ခြင်း ၊ အန္တရာယ် များ သော အချက် များ ဥပမာ - လေယာဉ် အကြာကြီး စီး ခြင်း ၊ ခွဲစိတ် ပြီးနောက် ဖြစ် သော ၊ မ လှုပ်ရှား နိုင် ခြင်း )	20250707_235850	16000	16
recording_20250707_235915.wav	နှလုံးဖုံးမြှေး ရောင် ခြင်း ( အသက်ရှူ လိုက် တိုင်း ရင်ဘတ် စူး ပြီး အောင့် ခြင်း ၊ ရှေ့ ကို မှီ လိုက် ရင် သက်သာ တယ် ၊ အဖျား ငွေ့ငွေ့ ရှိ ခြင်း )	20250707_235915	16000	16
recording_20250707_235933.wav	အဆုတ် ရောင် ရောဂါ ( အဖျား ၊ ချောင်းဆိုး ရင် ချွဲ ပါ ခြင်း ၊ အသက်ရှူ မ ဝ ခြင်း ၊ ရင်ဘတ် နာ ခြင်း )	20250707_235933	16000	16
recording_20250707_235953.wav	အဆုတ် ဖုံး မြှေး နှစ်လွှာ အကြား လေ ဝင် ခြင်း ( ရုတ်တရက် အသက်ရှူ မ ဝ ခြင်း ၊ ရင်ဘတ် နာ ခြင်း ၊ အရှည် ပြီး ပိန် တဲ့ လူငယ် တွေ မှာ အဖြစ် များ )	20250707_235953	16000	16
recording_20250708_000019.wav	ကြွက်သား နာ ခြင်း ( လေ့ကျင့်ခန်း ပင်ပင်ပန်းပန်း လုပ် ပြီးနောက် ဥပမာ - ဂျင် ဆော့ ပြီးနောက် ၊ ရင်ဘတ် ကို လက် ဖြင့် ဖိ ကြည့် သည့် အခါ နာ ခြင်း )	20250708_000019	16000	16
recording_20250708_000035.wav	ဂျီအီးအာဒီ ( ရင်ပူ ခြင်း ၊ ပါးစပ် ချဉ် ခြင်း ± အဆုတ် ထဲ ပိုးဝင် ခြင်း )	20250708_000035	16000	16
recording_20250708_000048.wav	နံရိုး ရောင် ခြင်း ( နံရိုး တစ်လျှောက် နာ ခြင်း )	20250708_000048	16000	16
recording_20250708_000116.wav	ရေယုန် ခါးပတ် ( အဖု ၊ ကျောကုန်း မှ အရှေ့ ဘက် သို့ နံရိုး ကြား နေရာ တွေ တစ်လျှောက် စတင် တယ် ၊ ကိုယ်ခံ စွမ်းအား ကျဆင်း နေ သော လူနာ များ ဥပမာ - သက်ကြီး လူနာ များ ၊ စတီးရွိုက် သုံး နေ တဲ့ လူနာ များ ၊ ကင်ဆာ လူနာ များ )	20250708_000116	16000	16
recording_20250708_000140.wav	နံရိုး ကျိုး ခြင်း ( ဒဏ်ရာ မှတ်တမ်း ၊ လက် နှင့် ထိ တဲ့ နေရာ ကွက် ပြီး နာ ခြင်း )	20250708_000140	16000	16
recording_20250708_000154.wav	အစာမျိုပြွန် ကျုံ့ ခြင်း ( ရင်ညွန့် ရိုး နောက်ဘက် မှ နာ ခြင်း )	20250708_000154	16000	16
recording_20250708_000212.wav	အဆုတ်ဖုံးမြှေး ရောင် ခြင်း ( အသက်ရှူ သွင်း တိုင်း နာ ခြင်း ၊ ထုံးစံ အတိုင်း အသက်ရှူ လမ်းကြောင်း အပေါ်ပိုင်း ပိုး ဝင် ပြီးနောက် )	20250708_000212	16000	16
recording_20250708_000236.wav	ခင်ဗျား က ဒီ မနက် အိမ် မှာ လဲကျ ပြီး ဆေးရုံ ရောက်လာ တဲ့ အသက် ၇၀ အရွယ် ရှိ တဲ့ အမျိုးသမီး မစ္စစ် စတီဗန်ဆန် ဖြစ် တယ် ။	20250708_000236	16000	16
recording_20250708_000254.wav	ခင်ဗျား မှာ သွေးတိုး ရှိ ပြီး ခင်ဗျား ဆီး ဆေး တွေ သောက် နေ တယ် ၊ ဒါပေမဲ့ ခင်ဗျား ရဲ့ ဆေး နာမည် ကို မ မှတ်မိ ဘူး ။	20250708_000254	16000	16
recording_20250708_000312.wav	အထွေထွေ ရောဂါ ကု ဆရာဝန် က ခင်ဗျား ရဲ့ ဆီး ဆေး သောက် ရ မဲ့ ပမာဏ ကို လွန် ခဲ့ တဲ့ ၁ လ လောက် က ပြောင်းလဲ ခဲ့ တယ် ။	20250708_000312	16000	16
recording_20250708_000330.wav	အဲဒီ ကတည်း က ခင်ဗျား လဲကျ ဖူး တယ် ၊ အထူးသဖြင့် ထိုင် နေရာ က ထ ဖို့ ကြိုးစား ရင် ။	20250708_000330	16000	16
recording_20250708_000349.wav	ခင်ဗျား နောက်ဆုံး လဲကျ ပြီး တဲ့ အခါ ခင်ဗျား ကို ဆေးရုံ ကို ခေါ်သွား ခဲ့ တယ် ဒါပေမဲ့ ဆိုးဆိုးရွားရွား ထိခိုက် မှု မ ရှိ ခဲ့ ဘူး ။ ခင်ဗျား က မဟုတ်ရင် ကြံ့ခိုင် ပြီး ကျန်းမာ တယ် ။	20250708_000349	16000	16
recording_20250708_000408.wav	သွေးတွင်း သကြားဓာတ် နည်း ခြင်း ( ထုံးစံ အတိုင်း ဆီးချို ရောဂါ ရှိ တဲ့ လူနာ )	20250708_000408	16000	16
recording_20250708_000422.wav	ရွေ့လျား မှု ပြဿနာ ( လမ်းလျှောက် အကူပစ္စည်း အသုံးပြု ခြင်း ဥပမာ တုတ် ဒါမှမဟုတ် ဇင်မာ ဖရိန် )	20250708_000422	16000	16
recording_20250708_000457.wav	သွေး ပေါင်ချိန် ကျ ခြင်း ( သွေးတိုး လူနာ တွေ မှာ အဖြစ် များ ပြီး သွေးတိုး ကျ ဆေး သုံးစွဲ နေ ရ တယ် ၊ လူနာ တွေ က ထိုင် ရာ မှ ထ ဖို့ ကြိုးစား သောအခါ ပုံမှန် အားဖြင့် ခေါင်းမူး တယ် ။ )	20250708_000457	16000	16
